Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
1032019,Bad Samaritans: The Myth of Free Trade and the Secret History of Capitalism,Ha-Joon Chang,"Chang, Ha-Joon",,"=""1596913991""","=""9781596913998""",4,4.20,Bloomsbury Press,Hardcover,288,2007,2007,2026/03/26,2025/04/04,audio,audio (#1),read,,,,1,0
18635622,"A Knight of the Seven Kingdoms (The Tales of Dunk and Egg, #1-3)",George R.R. Martin,"Martin, George R.R.",Gary Gianni,"=""0345533488""","=""9780345533487""",0,4.27,Bantam Books,Hardcover,355,2015,2015,,2026/03/21,"owned, currently-reading","owned (#43), currently-reading (#1)",currently-reading,,,,1,0
26049335,Sfîntă tinerețe legionară: activismul fascist în România interbelică,Roland Clark,"Clark, Roland",Marius-Adrian Hazaparu,"=""9734653571""","=""9789734653577""",0,4.34,Polirom,Paperback,288,2015,2015,,2026/03/21,to-read,to-read (#227),to-read,,,,0,0
22917123,O scurtă istorie ilustrată a românilor,Neagu Djuvara,"Djuvara, Neagu",,"=""""","=""""",0,4.59,Humanitas,Hardcover,352,2013,2013,,2026/03/21,to-read,to-read (#226),to-read,,,,0,0
84532042,Imaginea evreului in cultura romana (Romanian edition),Andrei Oișteanu,"Oișteanu, Andrei",,"=""9734628208""","=""9789734628209""",0,4.20,Editura Polirom,,688,2012,,,2026/03/21,to-read,to-read (#225),to-read,,,,0,0
56769575,Stiff: The Curious Lives of Human Cadavers,Mary Roach,"Roach, Mary",,"=""0393881725""","=""9780393881721""",0,4.06,W. W. Norton & Company,Paperback,320,2021,2003,,2026/03/21,to-read,to-read (#224),to-read,,,,0,0
33124137,Pet Sematary,Stephen  King,"King, Stephen",,"=""""","=""""",0,4.08,Scribner,Kindle Edition,580,2014,1983,,2026/03/21,to-read,to-read (#223),to-read,,,,0,0
11607,The Running Man,Richard  Bachman,"Bachman, Richard",Stephen  King,"=""0451197968""","=""9780451197962""",0,3.88,Signet,Paperback,317,1999,1982,,2026/03/21,to-read,to-read (#222),to-read,,,,0,0
7278752,Dolores Claiborne,Stephen  King,"King, Stephen",,"=""1101138173""","=""9781101138175""",0,3.95,Signet,Kindle Edition,388,2009,1992,,2026/03/21,to-read,to-read (#221),to-read,,,,0,0
29580,"Second Foundation (Foundation, #3)",Isaac Asimov,"Asimov, Isaac",,"=""0553803735""","=""9780553803730""",0,4.28,Bantam Spectra,Hardcover,256,2004,1953,,2026/03/21,to-read,to-read (#220),to-read,,,,0,0
29581,"Foundation and Empire (Foundation, #2)",Isaac Asimov,"Asimov, Isaac",,"=""0553803727""","=""9780553803723""",0,4.22,Spectra,Hardcover,256,2004,1952,,2026/03/21,to-read,to-read (#219),to-read,,,,0,0
2528,All the Names,José Saramago,"Saramago, José",Margaret Jull Costa,"=""0156010593""","=""9780156010597""",0,3.91,Mariner Books,Paperback,245,2001,1997,,2026/03/21,to-read,to-read (#218),to-read,,,,0,0
220341389,Everything Is Tuberculosis: The History and Persistence of Our Deadliest Infection,John Green,"Green, John",,"=""0525556575""","=""9780525556572""",0,4.34,Crash Course Books,Hardcover,198,2025,2025,,2026/03/21,to-read,to-read (#217),to-read,,,,0,0
58782897,The End of the World Is Just the Beginning: Mapping the Collapse of Globalization,Peter Zeihan,"Zeihan, Peter",,"=""006323047X""","=""9780063230477""",0,4.16,Harper Business,Hardcover,512,2022,2022,,2026/03/21,to-read,to-read (#216),to-read,,,,0,0
36490332,"Talking to My Daughter About the Economy: or, How Capitalism Works—and How It Fails",Yanis Varoufakis,"Varoufakis, Yanis",Jacob Moe,"=""0374718431""","=""9780374718435""",0,4.13,"Farrar, Straus and Giroux",Kindle Edition,224,2018,2013,,2026/03/21,to-read,to-read (#215),to-read,,,,0,0
75560036,Technofeudalism: What Killed Capitalism,Yanis Varoufakis,"Varoufakis, Yanis",,"=""""","=""""",0,4.02,Vintage Publishing,Hardcover,224,2023,2023,,2026/03/21,to-read,to-read (#214),to-read,,,,0,0
128747007,Emperor of Rome: Ruling the Ancient Roman World,Mary Beard,"Beard, Mary",,"=""0871404222""","=""9780871404220""",0,4.08,Liveright,Hardcover,493,2023,2023,,2026/03/21,to-read,to-read (#213),to-read,,,,0,0
61663,Pale Blue Dot: A Vision of the Human Future in Space,Carl Sagan,"Sagan, Carl",,"=""0345376595""","=""9780345376596""",0,4.34,Ballantine Books,Paperback,384,1997,1994,,2026/03/21,to-read,to-read (#212),to-read,,,,0,0
56317125,O istorie mondială a comunismului: 3. Complicii,Thierry Wolton,"Wolton, Thierry","Wilhelm Tauwinkl, Carmen Fotescu, Marieva‑Cătălina Ionescu, Mariana Piroteală, Elena Ciocoiu, Georgeta‑Anca Ionescu","=""9735062690""","=""9789735062699""",0,4.54,Humanitas,Hardcover,1024,2020,2017,,2026/03/21,"to-read, owned","to-read (#211), owned (#39)",to-read,,,,0,0
48908973,O istorie mondială a comunismului: 2. Victimele,Thierry Wolton,"Wolton, Thierry","Wilhelm Tauwinkl, Mariana Piroteală, Elena Ciocoiu, Adina Cobuz, Emanoil Marcu, Vlad Russo","=""9735062682""","=""9789735062682""",0,4.63,Humanitas,Hardcover,928,2019,2017,,2026/03/21,"to-read, owned","to-read (#210), owned (#38)",to-read,,,,0,0
42849658,O istorie mondială a comunismului: 1. Călăii,Thierry Wolton,"Wolton, Thierry","Adina Cobuz, Wilhelm Tauwinkl, Emanoil Marcu, Vlad Russo, Mariana Piroteală, Marieva-Cătălina Ionescu, Georgeta-Anca Ionescu, Elena Ciocoiu","=""9735062666""","=""9789735062668""",0,4.57,Humanitas,Hardcover,1016,2018,2015,,2023/09/02,"to-read, owned","to-read (#148), owned (#37)",to-read,,,,0,0
58800678,Coreea de Nord. Un stat-gherila in transformare,Philippe Pons,"Pons, Philippe",,"=""""","=""""",0,4.33,Corint,Paperback,848,2021,,,2024/06/18,"to-read, owned","to-read (#160), owned (#36)",to-read,,,,0,0
221788883,Ce am învăţat de la Graham Greene. O istorie de familie,Andrei Gorzo,"Gorzo, Andrei",,"=""6303440924""","=""9786303440927""",0,4.31,Polirom,Paperback,216,2024,,,2025/05/14,"to-read, owned","to-read (#184), owned (#35)",to-read,,,,0,0
10664113,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",4,4.34,Random House Worlds,Kindle Edition,1125,2011,2011,2019/12/03,2017/01/24,"audio, owned","audio (#18), owned (#34)",read,,,,1,0
6334,Never Let Me Go,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""1400078776""","=""9781400078776""",3,3.85,Vintage Books ,Paperback,288,2010,2005,2021/11/20,2019/09/21,audio,audio (#29),read,,,,1,0
51704136,Little Fires Everywhere,Celeste Ng,"Ng, Celeste",,"=""0143135163""","=""9780143135166""",2,4.07,Penguin Books,Paperback,368,2020,2017,2021/12/26,2021/12/18,audio,audio (#28),read,,,,1,0
57648017,The Storyteller: Tales of Life and Music,Dave Grohl,"Grohl, Dave",,"=""0063076098""","=""9780063076099""",2,4.43, Dey Street Books ,Hardcover,384,2021,2021,2022/10/27,2022/10/23,audio,audio (#27),read,,,,1,0
23593236,Nevoia de miracol: fenomenul pelerinajelor în România contemporană,Mirel Bănică,"Bănică, Mirel",Sorin Antohi,"=""9734644866""","=""9789734644865""",2,4.04,Polirom,Paperback,432,2014,2014,2026/03/19,2023/10/24,owned,owned (#33),read,,,,1,0
59808056,The Story of Russia,Orlando Figes,"Figes, Orlando",,"=""125079689X""","=""9781250796899""",0,4.24,Metropolitan Books,Hardcover,368,2022,2022,,2026/03/15,to-read,to-read (#209),to-read,,,,0,0
224379,Gulag: A History,Anne Applebaum,"Applebaum, Anne",,"=""0767900561""","=""9780767900560""",0,4.29,Doubleday,Hardcover,677,2003,2003,,2026/03/15,to-read,to-read (#208),to-read,,,,0,0
18832,Koba the Dread: Laughter and the Twenty Million,Martin Amis,"Amis, Martin",,"=""1400032202""","=""9781400032204""",0,3.86,Vintage,Paperback,306,2003,2002,,2026/03/15,to-read,to-read (#207),to-read,,,,0,0
35959740,Circe,Madeline Miller,"Miller, Madeline",,"=""0316556343""","=""9780316556347""",0,4.22,"Little, Brown and Company",Hardcover,393,2018,2018,,2026/03/06,to-read,to-read (#206),to-read,,,,0,0
230207121,The Hour of the Predator,Giuliano da Empoli,"Empoli, Giuliano da",Sam Taylor,"=""1805680161""","=""9781805680161""",4,3.95,Pushkin Press,Paperback,160,2025,2025,2026/03/06,2026/02/15,audio,audio (#26),read,,,,1,0
25499718,"Children of Time (Children of Time, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1447273281""","=""9781447273288""",0,4.30,PanMacmillan,Hardcover,600,2015,2015,,2026/02/24,to-read,to-read (#205),to-read,,,,0,0
33313,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,"Bourdain, Anthony",,"=""0060899220""","=""9780060899226""",4,4.19,Ecco/Harper Perennial,Paperback,312,2007,2000,2026/02/20,2017/01/04,audio,audio (#25),read,,,,1,0
125082593,The Wizard of the Kremlin,Giuliano da Empoli,"Empoli, Giuliano da",Willard Wood,"=""1635423961""","=""9781635423969""",0,4.05,Other Press,Kindle Edition,297,2023,2022,,2026/02/15,"to-read, owned","to-read (#204), owned (#40)",to-read,,,,0,0
216400246,Neîncrederea: Cum funcționează România profundă. O cercetare antropologică,Radu Umbres,"Umbres, Radu",,"=""9735084953""","=""9789735084950""",3,4.18,Humanitas,Paperback,408,2024,2022,2026/01/26,2025/10/17,owned,owned (#11),read,,,,1,0
166997,Stoner,John  Williams,"Williams, John",John McGahern,"=""1590171993""","=""9781590171998""",0,4.36,New York Review Books,Paperback,292,2006,1965,,2025/12/05,to-read,to-read (#203),to-read,,,,0,0
176443397,"Vulture Capitalism: Corporate Crimes, Backdoor Bailouts, and the Death of Freedom",Grace Blakeley,"Blakeley, Grace",,"=""1982180854""","=""9781982180850""",0,4.15,Atria Books,Hardcover,360,2024,2024,,2025/12/05,to-read,to-read (#202),to-read,,,,0,0
188543465,The Trading Game: A Confession,Gary  Stevenson,"Stevenson, Gary",,"=""0593727215""","=""9780593727218""",0,4.13,Crown Currency,Hardcover,352,2024,2024,,2025/12/05,to-read,to-read (#201),to-read,,,,0,0
230851689,Primăvara la Bug: O poveste nespusă despre deportarea romilor în cel de-al Doilea Război Mondial,Mircea Tănase,"Tănase, Mircea",Gelu Duminică,"=""6069671422""","=""9786069671429""",3,4.64,Hyperliteratura,Paperback,272,2025,,2025/11/23,2025/11/10,owned,owned (#12),read,,,,1,0
1870130,Journal 1935-1944,Mihail Sebastian,"Sebastian, Mihail",,"=""0712683887""","=""9780712683883""",0,4.57,Random House,Paperback,641,2003,1996,,2025/11/13,to-read,to-read (#200),to-read,,,,0,0
34427004,Uneasy Street: The Anxieties of Affluence,Rachel Sherman,"Sherman, Rachel",,"=""0691165505""","=""9780691165509""",0,3.62,Princeton University Press,Hardcover,328,2017,2017,,2025/11/13,to-read,to-read (#199),to-read,,,,0,0
9014,The Long Walk,Richard  Bachman,"Bachman, Richard",Stephen  King,"=""0451196716""","=""9780451196712""",3,4.00,Signet,Mass Market Paperback,370,1999,1979,2025/10/20,2025/09/21,audio,audio (#2),read,,,,1,0
6320534,Under the Dome,Stephen  King,"King, Stephen",,"=""1439148503""","=""9781439148501""",0,3.93,Scribner,Hardcover,1074,2009,2009,,2025/10/20,to-read,to-read (#198),to-read,,,,0,0
63335218,Theodoros,Mircea Cărtărescu,"Cărtărescu, Mircea",,"=""9735077248""","=""9789735077242""",3,4.35,Humanitas,Hardcover,632,2022,2022,2025/10/13,2025/04/14,owned,owned (#9),read,,,,1,0
573045,The Crowd: A Study of the Popular Mind,Gustave Le Bon,"Bon, Gustave Le",,"=""0486419568""","=""9780486419565""",0,3.80,Dover Publications,Paperback,160,2002,1895,,2025/09/19,to-read,to-read (#197),to-read,,,,0,0
542389,"Stalingrad: The Fateful Siege, 1942–1943",Antony Beevor,"Beevor, Antony",,"=""0140284583""","=""9780140284584""",0,4.33,Penguin Books,Paperback,494,1999,1998,,2025/08/30,to-read,to-read (#196),to-read,,,,0,0
15811554,Honor,Elif Shafak,"Shafak, Elif",,"=""0670784834""","=""9780670784837""",0,4.15,Viking,Hardcover,352,2013,2011,,2025/07/08,to-read,to-read (#195),to-read,,,,0,0
29579,"Foundation (Foundation, #1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803719""","=""9780553803716""",0,4.17,Bantam,Hardcover,244,2004,1951,,2025/07/08,to-read,to-read (#194),to-read,,,,0,0
16059356,The Man Who Loved Dogs,Leonardo Padura,"Padura, Leonardo",Anna Kushner,"=""0374201749""","=""9780374201746""",0,4.47,"Farrar, Straus and Giroux",Hardcover,592,2014,2009,,2025/07/03,to-read,to-read (#193),to-read,,,,0,0
50024187,Apeirogon,Colum McCann,"McCann, Colum",,"=""067960460X""","=""9780679604600""",0,4.25,Random House,Kindle Edition,480,2020,2019,,2025/07/03,to-read,to-read (#192),to-read,,,,0,0
42185866,Bloc Life: Stories from the Lost World of Communism,Peter Molloy,"Molloy, Peter",,"=""184607617X""","=""9781846076176""",0,4.01,BBC Books,Paperback,320,2019,2008,,2025/07/01,to-read,to-read (#191),to-read,,,,0,0
218286396,Fixed: My Secret Life as a Match Fixer,Moses Swaibu,"Swaibu, Moses",,"=""1789468450""","=""9781789468458""",0,3.88,Blink Publishing,Kindle Edition,284,2025,,,2025/06/23,to-read,to-read (#190),to-read,,,,0,0
24040194,Life on the Edge: The Coming of Age of Quantum Biology,Johnjoe McFadden,"McFadden, Johnjoe",Jim Al-Khalili,"=""0307986810""","=""9780307986818""",0,4.11,Crown,Hardcover,368,2015,2014,,2025/06/13,to-read,to-read (#189),to-read,,,,0,0
154060,A Mathematician's Apology,G.H. Hardy,"Hardy, G.H.",,"=""0521427061""","=""9780521427067""",0,3.91,Fisicalbook,Paperback,256,1992,1940,,2025/06/13,to-read,to-read (#188),to-read,,,,0,0
